forecast_timestamp,predicted_orders,lower_bound,upper_bound
2026-08-01 00:00:00,5.865878945177026,2.7359391588004556,8.85582536237882
2026-08-01 01:00:00,5.857208391950034,2.7101693879834268,8.719812103112083
2026-08-01 02:00:00,5.845116238492441,2.7530470798538547,8.974901634150642
2026-08-01 03:00:00,5.83264890094878,2.885658407827481,9.12020081067363
2026-08-01 04:00:00,5.8134179265380554,2.915658775083236,9.038552365951732
2026-08-01 05:00:00,5.779705564057445,2.6125330316608157,8.951001918036319
2026-08-01 06:00:00,5.735409022595836,2.7899011010034305,8.805703251354513
2026-08-01 07:00:00,5.697767238452997,2.738007051309994,8.7663587526625
2026-08-01 08:00:00,5.683188041888833,2.60998576621172,8.777072446863318
2026-08-01 09:00:00,5.6902945072741815,2.6925945716989177,8.837760840830972
2026-08-01 10:00:00,5.698505875846538,2.6403150099708963,8.821689319949693
2026-08-01 11:00:00,5.686354622040949,2.4062323467669002,8.71707320606893
2026-08-01 12:00:00,5.653552424193997,2.523660383023524,8.936222686721921
2026-08-01 13:00:00,5.625023683490776,2.285086770192934,8.688484568404881
2026-08-01 14:00:00,5.63079275227552,2.455409135831759,8.705602449783854
2026-08-01 15:00:00,5.678573357318174,2.5812121337407103,8.698766904241566
2026-08-01 16:00:00,5.744023650554029,2.724862089232034,8.839601930895226
2026-08-01 17:00:00,5.788409672256047,2.575594951775945,8.794244959435392
2026-08-01 18:00:00,5.7887094525923874,2.716692135554478,8.891134882219173
2026-08-01 19:00:00,5.754114522734158,2.602204183757017,8.969839515645424
2026-08-01 20:00:00,5.715655451222662,2.6801826200523866,8.702138795528251
2026-08-01 21:00:00,5.699903063076483,2.4553465501337186,8.584905529149802
2026-08-01 22:00:00,5.710583341703661,2.523228819648576,8.598452500915421
2026-08-01 23:00:00,5.732281629372349,2.5465159891137668,8.657889028689148
2026-08-02 00:00:00,5.748829346439035,2.671164775198477,8.932545806551175
2026-08-02 01:00:00,5.7567511041765895,2.6545039145562326,8.751019184291799
2026-08-02 02:00:00,5.762131323409694,2.653785695281115,8.56586375907839
2026-08-02 03:00:00,5.76777411779175,2.7885000637554542,8.829781158120245
2026-08-02 04:00:00,5.767042532956987,2.7597035656981763,8.755307213704302
2026-08-02 05:00:00,5.75196739794579,2.5972423157129514,8.887361878084088
2026-08-02 06:00:00,5.726194891097728,2.5363942923512046,8.713674394268011
2026-08-02 07:00:00,5.706716597940803,2.656757394708851,8.70726913117823
2026-08-02 08:00:00,5.709699910519925,2.3538574688629783,8.708894026510018
2026-08-02 09:00:00,5.733537510353539,2.5098709375977197,8.805784155277843
2026-08-02 10:00:00,5.757431284115691,2.6872299657080783,8.82304648323687
2026-08-02 11:00:00,5.759712204834466,2.9272434507437795,8.771580779183218
2026-08-02 12:00:00,5.739908903451572,2.799739966061778,8.612183238809518
2026-08-02 13:00:00,5.722783541496965,2.3847625637319787,8.717904853445736
2026-08-02 14:00:00,5.738221116012687,2.6301039764502376,8.908629205489614
2026-08-02 15:00:00,5.793820656013307,2.4921286055759655,8.668818128914843
2026-08-02 16:00:00,5.865151720415455,2.9928907251823986,8.846795407679894
2026-08-02 17:00:00,5.9134189642259125,2.639433791159898,8.892130298258303
2026-08-02 18:00:00,5.915566984994404,2.6078216549334745,8.786601628871775
2026-08-02 19:00:00,5.8807822114164345,2.77707288771933,8.878293157905329
2026-08-02 20:00:00,5.840118445309425,2.8582174630797623,8.898200647080305
2026-08-02 21:00:00,5.820197714515623,2.4490188581017738,8.781430289712674
2026-08-02 22:00:00,5.824824441888423,2.7489956594568166,9.073232800913479
2026-08-02 23:00:00,5.838688555662354,2.616251308687577,8.768165558373068
2026-08-03 00:00:00,5.845750775688817,2.56757527908874,8.798540223265832
2026-08-03 01:00:00,5.842687969014352,2.9071720698438863,9.02172717732313
2026-08-03 02:00:00,5.835757709734417,2.71287067047694,8.81087153303785
2026-08-03 03:00:00,5.827955828638825,2.7054548170254495,8.970669390444586
2026-08-03 04:00:00,5.812853074036425,2.6222292519233203,8.887829151090106
2026-08-03 05:00:00,5.782701173442688,2.6956889280522334,8.886613806010214
2026-08-03 06:00:00,5.741377434380479,2.496469547437865,8.842250445234633
2026-08-03 07:00:00,5.706111700081822,2.658051844463905,8.97330116495462
2026-08-03 08:00:00,5.693313549595146,2.3649812803146673,8.667150481585718
2026-08-03 09:00:00,5.701618525783316,2.481249622169973,8.972537620883331
2026-08-03 10:00:00,5.710468782429473,2.790864793838449,8.877371475332607
2026-08-03 11:00:00,5.698429725412547,2.579817505983339,8.733021777116907
