restaurant_id,total_orders,revenue,avg_rating,avg_preparation_time,cancellation_rate,avg_delivery_time,kmeans_cluster,PC1,PC2,dbscan_cluster
20001,95,65105.0,3.932584269662921,14.011789473684209,0.05263157894736842,33.90263157894737,0,-1.5659033051687326,-0.7481538824857644,0
20002,98,71444.0,3.901098901098901,16.27877551020408,0.07142857142857142,36.25448979591837,2,-1.070603490692624,0.08127240204142781,0
20003,104,65223.33,3.922222222222222,28.24153846153846,0.09615384615384616,47.69538461538461,1,1.4207583401772936,-0.054969638807776784,0
20004,87,62620.15,3.7866666666666666,27.757011494252875,0.10344827586206896,48.55505747126437,1,1.4208257655413008,-1.4820296537967796,0
20005,77,53204.1,3.647887323943662,20.707662337662338,0.06493506493506493,40.0964935064935,0,-0.26423419709653023,-3.0664557865429733,-1
20006,88,59663.79,3.7,18.562272727272727,0.03409090909090909,38.72920454545454,0,-0.6522546145175194,-1.7118662799348583,-1
20007,102,74869.83,3.849462365591398,25.955490196078433,0.06862745098039216,43.73931372549019,1,0.7052589554846524,0.6929680183221296,0
20008,99,68462.54,3.9058823529411764,21.71020202020202,0.10101010101010101,41.76939393939394,1,0.11400799752828729,-0.10205846517917869,0
20009,101,65932.54,3.8505747126436782,27.322871287128713,0.0891089108910891,46.829009900990094,1,1.2087506319855503,-0.1909943365842538,0
20010,100,64351.33,4.078651685393258,10.432,0.07,30.979499999999998,0,-2.1877720255742594,-0.47982885811167447,0
20011,105,67614.77,3.903225806451613,24.169809523809523,0.05714285714285714,44.996,1,0.6604426921834837,0.21275113211349775,0
20012,83,50452.729999999996,3.9054054054054053,31.53879518072289,0.060240963855421686,51.90120481927711,1,2.135183924524939,-2.97832275570453,-1
20013,112,86490.27,4.07,13.014464285714284,0.07142857142857142,34.042142857142856,2,-1.6152038224690022,2.4433454439276976,-1
20014,104,66731.24,3.9278350515463916,15.05201923076923,0.028846153846153848,34.691442307692306,2,-1.3924939641132927,0.034165649633166935,0
